id_point;lat;lon;nom;equipement;bus;rue;numrue;tourism
255402862;43.4898416;-1.4680951;;;;;;
476283458;43.4935715;-1.4606364;;;;;;
8438600321;43.4935769;-1.4606436;;;;;;
6753623794;43.4936067;-1.4607712;;;;;;
476283454;43.4935292;-1.4608958;;;;;;
476283459;43.4934204;-1.4612101;;;;;;
476283453;43.4936881;-1.4607283;;;;;;
254933412;43.4936935;-1.4617221;;;;;;
476283455;43.4934161;-1.4608544;;;;;;
476283457;43.4934169;-1.4606435;;;;;;
476283486;43.4934721;-1.4604695;;;;;;
476283463;43.4935465;-1.4602704;;;;;;
6753623800;43.4935782;-1.4605627;;;;;;
570763260;43.4935553;-1.4601932;;;;;;
4241174164;43.4936074;-1.4596467;;;;;;
476283464;43.4936176;-1.4595549;;;;;;
476283456;43.4933886;-1.4607158;;;;;;
11257819636;43.4930749;-1.4609686;;;;;;
476283484;43.4928592;-1.4599404;;;;;;
5808917269;43.4921139;-1.4603246;;;;;;
8758462032;43.4912817;-1.4599713;;;;;;
476283489;43.4912305;-1.4597961;;;;;;
1829836630;43.490434;-1.4633422;;;;;;
8758462053;43.4907447;-1.4629052;;;;;;
254951178;43.4893434;-1.466646;;;;;;
1806149144;43.4892294;-1.4719233;;;;;;
1806149150;43.4893687;-1.4719091;;;;;;
1801329749;43.48952;-1.4718843;;;;;;
254951185;43.492814;-1.472072;;;;;;
269248034;43.4923358;-1.4723034;;;;;;
6753623803;43.4937807;-1.4606604;;;;;;
570056253;43.4943083;-1.4608332;;;;;;
6167949114;43.4968826;-1.4623772;;;;;;
570056330;43.4977328;-1.4611307;;;;;;
570750535;43.4963333;-1.4715778;;;;;;
751512613;43.49633;-1.4718937;;;;;;
570750536;43.4963426;-1.4722967;;;;;;
751512633;43.4966982;-1.4736479;;;;;;
5473754749;43.4967298;-1.4737645;;;;;;
1795586397;43.4968718;-1.4744096;;;;;;
1795586401;43.4967142;-1.4748683;;;;;;
254935706;43.495683;-1.4717465;;;;;;
570750562;43.4959622;-1.4716248;;;;;;
2441623407;43.4959895;-1.4716403;;;;;;
570751025;43.4962984;-1.4708684;;;;;;
578393961;43.4962906;-1.4706398;;;;;;
254932622;43.4908165;-1.460098;;;;;;
570760356;43.4901237;-1.4575172;;;;;;
8152001267;43.494499;-1.4596206;;;;;;
1795814043;43.4944149;-1.4596729;;;;;;
8138561237;43.4945695;-1.4609262;;;;;;
5863469340;43.4949203;-1.461069;;;;;;
5863469326;43.495664;-1.4612789;;;;;;
5863469325;43.4957414;-1.4612534;;;;;;
5863469318;43.4961398;-1.4611468;;;;;;
1797187501;43.4964574;-1.4610623;;;;;;
570056264;43.4974915;-1.4601432;;;;;;
3686722555;43.4960167;-1.4697969;;;;;;
11283173248;43.4960427;-1.469659;;;;;;
1694774136;43.4961955;-1.4693215;;;;;;
254053872;43.4966819;-1.469248;;;;;;
11283173256;43.4966567;-1.4692335;;;;;;
5484289606;43.4964491;-1.4691283;;;;;;
578393996;43.4963073;-1.4690643;;;;;;
254053891;43.4939161;-1.4748775;;;;;;
254053892;43.4943531;-1.4753182;;;;;;
254053894;43.4946809;-1.4758801;;;;;;
7003853474;43.4931338;-1.4731818;;;;;;
7590075014;43.4925595;-1.4737458;;;;;;
254053905;43.489548;-1.4823857;;;;;;
3605927461;43.4895784;-1.482485;;;;;;
578474134;43.4897034;-1.4830345;;;;;;
255402743;43.4933177;-1.4800267;;;;;;
3554296011;43.493358;-1.480168;;;;;;
5926935761;43.4936546;-1.4812535;;;;;;
5926935754;43.4937231;-1.4815193;;;;;;
3247798529;43.4939321;-1.4823185;;;;;;
704988995;43.49414;-1.4830953;;;;;;
254053883;43.4925386;-1.4736418;;;;;;
8437365382;43.4924795;-1.4735967;;;;;;
6945574251;43.4924285;-1.4735619;;;;;;
269248037;43.4908321;-1.4715436;;;;;;
5971540401;43.4907501;-1.4709262;;;;;;
597616148;43.4907138;-1.4706408;;;;;;
597616221;43.4921252;-1.4716154;;;;;;
10143043254;43.49216;-1.4715896;;;;;;
6147646018;43.4924388;-1.4713831;;;;;;
254951184;43.4925133;-1.4713338;;;;;;
597616222;43.4915919;-1.4702408;;;;;;
254951183;43.4918454;-1.4700255;;;;;;
597616412;43.4901831;-1.4731919;;;;;;
706302160;43.4903709;-1.4731517;;;;;;
597616411;43.4904726;-1.4731302;;;;;;
8870131917;43.4879381;-1.4743165;;;;;;
5643154849;43.4881244;-1.4743026;;;;;;
8870131924;43.4882744;-1.4742909;;;;;;
8870131923;43.4884977;-1.4742727;;;;;;
8870131926;43.4886584;-1.4742596;;;;;;
5484528553;43.4887455;-1.4742525;;;;;;
597617491;43.4888345;-1.4742453;;;;;;
597618539;43.4891871;-1.4742166;;;;;;
1827160769;43.4882157;-1.4810282;;;;;;
2321308341;43.4883851;-1.4816321;;;;;;
254521786;43.4885248;-1.48191;;;;;;
254521784;43.4882508;-1.4817376;;;;;;
3554319599;43.488244;-1.481608;;;;;;
10055688308;43.4881643;-1.4811799;;;;;;
597626840;43.4936443;-1.4797314;;;;;;
2024619912;43.4936934;-1.4799101;;;;;;
704988996;43.4944932;-1.4828686;;;;;;
