id_arete;lstpoints;parent;highway;nomvoie;surface;dist
671212595-2;[6285629099, 6528389287, 6285629104, 9887201233];671212595;pedestrian;Square Gambetta;gravel;15.5
671212595-3;[9887201233, 6326876330, 6285629103, 8118376333];671212595;pedestrian;Square Gambetta;gravel;66.9
671212595-4;[8118376333, 6280715093];671212595;pedestrian;Square Gambetta;gravel;7.8
671212595-5;[6280715093, 11283173241];671212595;pedestrian;Square Gambetta;gravel;15.5
671212595-6;[11283173241, 6285629105];671212595;pedestrian;Square Gambetta;gravel;4.7
671784026;[6290769332, 6290769328, 6290769327, 6290769331];671784026;pedestrian;Place Jeanne d'Albret;;24.2
671784027;[6290769332, 6290769330, 6290769329, 6290769331];671784027;pedestrian;Place Jeanne d'Albret;;23.8
671784028-1;[254934189, 8115435695];671784028;pedestrian;Place Jeanne d'Albret;;9.4
671784028-2;[8115435695, 6290769332];671784028;pedestrian;Place Jeanne d'Albret;;13.0
671784606;[6290776015, 6290776014, 6290776013, 6290776012, 6290776011, 6290776010, 6290776009, 6290776008];671784606;service;;;71.7
671784607;[6290776017, 6290776016, 6290776020, 6290776018, 6290776019];671784607;service;;;86.6
675597855;[7003820167, 6326876329, 1829846409, 7003820165];675597855;footway;;asphalt;20.4
675598469;[3734832291, 6326879883, 6326879882, 6326879884];675598469;pedestrian;Esplanade de l'Échauguette;;23.5
675598470;[4434324837, 6326879884];675598470;steps;Esplanade de l'Échauguette;;4.4
675598471;[3734832287, 3734832291];675598471;steps;Esplanade de l'Échauguette;;4.4
678099033-1;[1890041708, 4242583695, 6349193177];678099033;footway;;paving_stones;51.6
678099033-2;[6349193177, 4242583696, 4242583697];678099033;footway;;paving_stones;38.8
678100048;[6349200256, 6349200255, 6349200254, 6349200253, 6349200252, 6349200251, 6349200250, 4014853244];678100048;footway;;concrete;38.0
678100049;[6349200257, 6349200256];678100049;steps;;asphalt;2.0
678100050;[4014853246, 6349200257];678100050;footway;;concrete;3.1
678100051;[6349200259, 6349200258];678100051;steps;;asphalt;3.1
678100052;[4268135361, 6349200259];678100052;footway;;concrete;0.0
678100053;[6349200260, 4268135367];678100053;footway;;concrete;0.9
678100054;[6349200261, 6349200260];678100054;steps;;asphalt;1.6
678100055;[6349200262, 6349200263];678100055;steps;;asphalt;2.6
678100056;[4268135363, 6349200262];678100056;footway;;asphalt;0.9
678100058;[6349200265, 4268135368];678100058;footway;;concrete;1.3
678100059;[6349200264, 6349200265];678100059;steps;;asphalt;1.8
683932132;[6406801272, 6406801271, 6406801270, 6406801269];683932132;service;;;89.4
683935657;[6406843668, 6406843667, 6406843666, 6406843665, 6406843664];683935657;service;;;39.7
689655575;[11070857168, 6469966772, 6469966768, 6469966771, 6469966770];689655575;service;;;110.4
689971685;[6473121659, 6473121658, 6473121657, 11283173266];689971685;service;;;131.4
689971686;[6473121654, 6473121653];689971686;footway;;;11.8
689971687;[6473121656, 6473121655];689971687;footway;;;17.4
689971688-1;[6473121661, 6473121654];689971688;footway;;;28.2
689971688-2;[6473121654, 6473121656];689971688;footway;;;34.9
689971688-3;[6473121656, 6473121660, 6473121659];689971688;footway;;;38.2
690706920;[4242583697, 5487050076];690706920;footway;;;9.2
690706921-1;[7670962641, 5487073237];690706921;path;;asphalt;3.6
690706921-2;[5487073237, 7670962642];690706921;path;;asphalt;4.3
690706923-1;[6480663693, 7561881428, 6480663689];690706923;footway;;compacted;54.8
690706923-2;[6480663689, 6480663688];690706923;footway;;compacted;11.0
690706923-3;[6480663688, 6480663691, 6480663690];690706923;footway;;compacted;35.6
690706923-4;[6480663690, 7667113679];690706923;footway;;compacted;34.8
690706923-5;[7667113679, 1890041708];690706923;footway;;compacted;6.3
690706924-1;[1888303676, 1888303625, 1888303680, 1888303628, 1888303681];690706924;footway;;fine_gravel;28.4
690706924-2;[1888303681, 4014854143, 7260687853];690706924;footway;;fine_gravel;16.1
691660251;[6490858873, 6490858875];691660251;service;;;7.0
691660252;[6490858876, 6490858872];691660252;service;;;8.9
691660253;[6490858872, 11070857170, 6490858873];691660253;service;;;14.6
695002666;[3150311585, 10117225143];695002666;footway;;;2.6
696615593;[1890053029, 6015172761];696615593;unclassified;Rue Vauban;asphalt;12.6
701044327-1;[388382418, 388382414];701044327;pedestrian;Rue Passemillon;asphalt;18.7
701044327-2;[388382414, 388382353];701044327;pedestrian;Rue Passemillon;asphalt;28.0
701044328;[257607977, 8947014606, 706302159];701044328;living_street;Rue Marengo;asphalt;56.8
704816223-1;[6618923558, 9609236406];704816223;pedestrian;Place Pereire;paving_stones;3.7
704816223-2;[9609236406, 4313356704, 4313356699, 4313356700, 8940884388, 8940884387, 4313356577, 4313356575, 8940884383, 8940884384, 8940884385, 8950580252];704816223;pedestrian;Place Pereire;paving_stones;69.3
704816223-3;[8950580252, 862889552, 8950828577, 862981478, 8950828576, 8950828578, 8950594140, 10012301661, 8950828580, 8950828579, 8950594139, 8950594138, 6618925367, 6618923559];704816223;pedestrian;Place Pereire;paving_stones;88.4
704816223-4;[6618923559, 8370775116, 9609236416];704816223;pedestrian;Place Pereire;paving_stones;53.3
704816223-5;[9609236416, 3513549755, 8648547779, 8648547778, 9609236415];704816223;pedestrian;Place Pereire;paving_stones;19.8
704816223-6;[9609236415, 9558378208, 8648547777, 2441623467, 6665264791];704816223;pedestrian;Place Pereire;paving_stones;15.7
704816223-7;[6665264791, 6618923558];704816223;pedestrian;Place Pereire;paving_stones;9.0
707654457;[6753623785, 6650044156, 6536213385, 6650044155, 6650044154];707654457;residential;Rue Daniel Argote;;26.8
707654459-1;[8648547797, 11048400340, 9558410728];707654459;service;;;5.8
707654459-2;[9558410728, 8648547796];707654459;service;;;5.8
708917664;[6335003769, 1890041760, 7628704123, 7628704125, 7628704124, 6335003770, 7547642609, 7547642610, 6844089316, 7547642611, 7547642612, 7547642613, 9623347632, 6844089317, 6335003769];708917664;;Place Général de Gaulle;;362.4
709157158;[6665013395, 6683705698, 6665013396];709157158;footway;Bayonne Mairie;;17.0
709157159;[6665013396, 6665013397, 5487050115];709157159;footway;;wood;48.0
709187336;[8648547788, 6665264791];709187336;footway;;paving_stones;6.1
713374890-1;[5487073243, 7667113681];713374890;footway;Quai Pedros;concrete;26.5
713374890-2;[7667113681, 848724534, 5327208953, 7667113680];713374890;footway;Quai Pedros;concrete;71.7
713374890-3;[7667113680, 7593145188, 5487050121, 5487050120, 7667113675];713374890;footway;Quai Pedros;concrete;85.2
713374890-4;[7667113675, 5487050118, 848724537];713374890;footway;Quai Pedros;concrete;50.4
713374890-5;[848724537, 7667113673];713374890;footway;Quai Pedros;concrete;13.5
713374890-6;[7667113673, 848724538, 5487050116, 848724539, 5327208947];713374890;footway;Quai Pedros;concrete;61.7
713377359;[6528389295, 2441623387];713377359;steps;;paving_stones;9.2
713377360;[6707433887, 6285629100];713377360;footway;;asphalt;3.5
713377362;[1829846427, 6707433889];713377362;pedestrian;Allée Marcel Suarès;asphalt;18.9
718829578;[3585228475, 255402863];718829578;pedestrian;Chemin de Mousserolles;;21.1
718829579;[6749418666, 8669010164];718829579;steps;Chemin de Mousserolles;;19.5
719390155-1;[6528389290, 8264966601];719390155;footway;;concrete;0.9
719390155-2;[8264966601, 5480592819];719390155;footway;;concrete;1.6
719398685;[255322334, 6753623786, 1830766523];719398685;residential;Rue Daniel Argote;;23.5
719398686-1;[6753623803, 6753623795, 476283453];719398686;residential;Rue Albert Thomas;;11.7
719398686-2;[476283453, 6753623793, 6753623794];719398686;residential;Rue Albert Thomas;;9.7
719398687;[6753623797, 6753623796, 476283453];719398687;residential;Rue René Cuzacq;;10.6
719398688-1;[8438600321, 6753623802, 6753623797];719398688;residential;Rue Albert Thomas;;7.0
719398688-2;[6753623797, 6753623799, 6753623801, 8138563825, 6753623803];719398688;residential;Rue Albert Thomas;;16.9
729910365;[254935066, 5464276908, 6212829706, 5464276909];729910365;residential;Boulevard Jean d'Amou;asphalt;34.3
731020994;[570056307, 5464276906, 5464276905, 577898270, 570056315, 5464276904, 5464276903];731020994;unclassified;Chemin de Saint-Étienne;asphalt;44.1
731108654;[6847880155, 6847880154, 6847880153, 6847880152, 9348717874, 6847880151, 6847880150];731108654;service;;asphalt;77.1
739530608;[6924421103, 6924421101, 6924421100];739530608;unclassified;Rue Sainte-Catherine;asphalt;18.3
739530609;[6924421102, 6924421099, 3150255630, 6924421103];739530609;unclassified;Rue Sainte-Catherine;asphalt;22.8
739531040;[6924430125, 6924430126, 6924421102];739531040;service;;;26.9
741939443-1;[6945574251, 967747793];741939443;pedestrian;Rue Bourgneuf;asphalt;72.2
741939443-2;[967747793, 597616095];741939443;pedestrian;Rue Bourgneuf;asphalt;36.2
741939443-3;[597616095, 7825433130, 6290764029, 6290764028, 269248035];741939443;pedestrian;Rue Bourgneuf;asphalt;35.0
743241931;[3798013617, 6957066687, 5808898521];743241931;footway;;;6.7
743241932;[6957066688, 3798013617];743241932;footway;;;8.6
743241933;[6957066690, 6957066689, 6957066691];743241933;footway;;;69.1
743241934;[6957066690, 5808898522];743241934;footway;;;28.0
743241935-1;[5808898522, 6957066696, 6957066695, 6957066694, 6957066688];743241935;footway;;;21.5
743241935-2;[6957066688, 6957066693, 6957066692, 6957066691];743241935;footway;;;32.4
743241936;[5808898522, 6957066698];743241936;footway;;;9.3
743241937;[6957066698, 6957066697];743241937;footway;;;2.0
743241939-1;[5480134542, 6957066710, 6957066709, 6957066708, 6957066707, 6957066706, 6957066705, 6957066704, 6957066703, 6957066697];743241939;footway;;;174.2
743241939-2;[6957066697, 1829833009];743241939;footway;;;31.0
744977805-1;[3734832272, 6974014760];744977805;footway;;asphalt;6.2
744977805-2;[6974014760, 3649039333];744977805;footway;;asphalt;3.9
744977806-1;[6974014770, 6974014769, 6974014768, 6974014760];744977806;pedestrian;;sett;12.6
744977806-2;[6974014760, 6974014767, 6974014766, 6974014765, 6974014764, 6974014763, 6974014762, 6974014761, 10926433662];744977806;pedestrian;;sett;43.6
744977806-3;[10926433662, 10926477217];744977806;pedestrian;;sett;9.5
744977806-4;[10926477217, 6974014770];744977806;pedestrian;;sett;13.7
748941130;[7003875569, 7003875570, 7003875571, 7003875572];748941130;service;Quai Amiral Lespes;asphalt;20.5
748941131;[7003875572, 7590075020, 2441529099, 2441529101, 2441529158, 6543631623, 7590075021, 388382481];748941131;service;Quai Amiral Lespes;asphalt;98.9
755253894;[7055043849, 7602711559, 388382255];755253894;service;Rue Albert 1er;;34.8
755253895;[388382255, 7602711560, 388189693];755253895;residential;Rue Albert 1er;;106.3
769377511;[7181677873, 7181677872, 7181677871, 2441623442];769377511;footway;;asphalt;20.0
769596968;[388324410, 7183779332];769596968;tertiary;Pont du Génie;asphalt;3.4
769596969;[7183779333, 1806155778];769596969;tertiary;Pont du Génie;asphalt;2.2
770408741;[7191467468, 7191467467];770408741;service;;;16.4
770408742;[7191467469, 7191467468];770408742;service;;;14.2
770408743;[7191467467, 7191467463, 7191467466, 7191467465, 7191467464, 7191467463];770408743;service;;;152.0
770408744;[5547108683, 7191467470];770408744;footway;;;12.5
770408747;[7191467476, 7191467475];770408747;footway;;;8.0
770408749;[7191467481, 7191467482];770408749;service;;;63.7
770408750-1;[7191467483, 7191467476];770408750;footway;;;28.2
770408750-2;[7191467476, 7191467484];770408750;footway;;;47.2
770408751;[7191507485, 7191467484];770408751;steps;;;23.6
770408752;[7191507487, 7191507486];770408752;steps;;;5.1
770408753;[5547108686, 7191507487];770408753;footway;;;3.7
770410281;[7191486202, 7191486201];770410281;steps;;;4.7
771011513;[7197049153, 7197049152, 8662792075, 7197049151, 7197049150, 8662792074, 8662153951];771011513;footway;;;14.3
771011514;[7197049161, 7197049160, 7197049159, 7197049158, 7197049157];771011514;footway;;sett;21.9
771011515;[7197049164, 7197049163, 7197049170];771011515;footway;;;16.2
771011516-1;[8662792080, 7197049166, 7197049164];771011516;footway;;paving_stones;4.0
771011516-2;[7197049164, 7197049165];771011516;footway;;paving_stones;15.2
771011517-1;[7197049177, 7197049176];771011517;footway;;sett;2.7
771011517-2;[7197049176, 7197049175, 8662153970];771011517;footway;;sett;10.6
771011517-3;[8662153970, 7197049174, 7197049173, 7197049172];771011517;footway;;sett;13.4
771011517-4;[7197049172, 7197049171];771011517;footway;;sett;5.6
771011518;[7197049179, 7197049177];771011518;path;;sett;9.1
771011519-1;[7197049172, 8662153974];771011519;footway;;;3.1
771011519-2;[8662153974, 7197049170];771011519;footway;;;3.0
771011520-1;[7197062688, 7197062687, 8662792073];771011520;footway;;;8.5
771011520-2;[8662792073, 7197062686, 7197049157];771011520;footway;;;5.5
771011520-3;[7197049157, 7197062685, 8662153950, 8662792108, 8662153947, 7197049183];771011520;footway;;;18.1
771011520-4;[7197049183, 8663213534];771011520;footway;;;4.1
771011520-5;[8663213534, 7197049182, 8663213538];771011520;footway;;;9.2
771011520-6;[8663213538, 7197049181, 8663213540, 8663213539];771011520;footway;;;16.0
771011520-7;[8663213539, 7197049169];771011520;footway;;;4.9
771011520-8;[7197049169, 7197049180, 8662153969];771011520;footway;;;5.5
771011520-9;[8662153969, 7197049179];771011520;footway;;;1.8
786303737;[388382483, 7590075022, 254053891];786303737;service;Avenue Maréchal Leclerc;;31.0
786303739-1;[7590075014, 7003875565];786303739;service;Pont Mayou;asphalt;2.0
786303739-2;[7003875565, 7003875566, 7590075019, 7590075018, 7590075017, 7590075016, 7003875569];786303739;service;Pont Mayou;asphalt;55.7
786321717;[7352104708, 8983896058, 7352104710, 8983896057];786321717;pedestrian;Place du Réduit;paving_stones;55.2
786321718-1;[7352104708, 6290764022, 8995547689, 269248034];786321718;residential;Rue Frédéric Bastiat;asphalt;81.9
786321718-2;[269248034, 597616221];786321718;residential;Rue Frédéric Bastiat;asphalt;60.3
786321718-3;[597616221, 6147646021, 7567060596, 597616222];786321718;residential;Rue Frédéric Bastiat;asphalt;127.0
786321728-1;[388189760, 1890041708];786321728;service;;asphalt;8.2
786321728-2;[1890041708, 7547642629];786321728;service;;asphalt;6.4
789683695;[254521786, 254521787];789683695;primary;Carrefour Saint-Léon;asphalt;8.5
789683716-1;[570750540, 4867744971, 4867744973, 2441623451, 2441623448];789683716;residential;Quai de Lesseps;asphalt;51.9
789683716-2;[2441623448, 2441623447];789683716;residential;Quai de Lesseps;asphalt;8.8
789683717-1;[1795586401, 2441623460];789683717;residential;Rue Sainte-Ursule;asphalt;7.1
789683717-2;[2441623460, 6155693606, 2441623458, 4867744972, 570750540];789683717;residential;Rue Sainte-Ursule;asphalt;52.1
805282504;[7531505241, 8240999199, 4938381827];805282504;footway;;paving_stones;8.3
807114691;[7547642634, 7547642629];807114691;service;;asphalt;10.5
807114692;[7547642614, 7547642615];807114692;service;;asphalt;66.5
807114693;[7547642618, 7547642605];807114693;service;;asphalt;69.3
807114694;[7547642619, 7547642606];807114694;service;;asphalt;67.9
807114695;[7547642608, 7547642607];807114695;service;;asphalt;67.1
807114696-1;[7547642615, 7547642607];807114696;service;;asphalt;16.4
807114696-2;[7547642607, 7547642606];807114696;service;;asphalt;17.1
807114696-3;[7547642606, 7547642605];807114696;service;;asphalt;16.2
807114696-4;[7547642605, 7547642616, 11524917407];807114696;service;;asphalt;60.0
807114696-5;[11524917407, 7547642617, 7547642618];807114696;service;;asphalt;42.9
807114696-6;[7547642618, 7547642619];807114696;service;;asphalt;19.5
807114696-7;[7547642619, 7547642608];807114696;service;;asphalt;17.3
807114696-8;[7547642608, 7547642614];807114696;service;;asphalt;18.2
807114696-9;[7547642614, 7547642621, 7547642625];807114696;service;;asphalt;14.0
807114696-10;[7547642625, 7547642622];807114696;service;;asphalt;4.5
807114697;[7547642624, 7547642623, 7547642602, 7547642622];807114697;service;;asphalt;25.7
807114698-1;[7547642629, 7547642628, 7547642627];807114698;service;;;31.2
807114698-2;[7547642627, 7547642626, 7547642624];807114698;service;;;9.0
807114698-3;[7547642624, 7547642603, 7547642625];807114698;service;;;24.6
807114699-1;[7547642633, 7547642632, 7547642631];807114699;service;;;16.5
807114699-2;[7547642631, 7547642601, 7547642630, 7547642634];807114699;service;;;20.1
807114700-1;[7547642622, 7547642620, 7547642635, 7547642633];807114700;service;;asphalt;20.6
